ID	姓名	武力	智力	统御	攻击速度	移动速度	攻击距离	攻击范围	资源ID	体积	技能特效	技能缩放比例	品质	阵营ID	武将类型	人物描述	阵型ID	阵型	缘分ID	分解获得基础铜钱数	头像	卡牌	卡牌1	卡牌2	卡牌3	卡牌4	卡牌5	卡牌6	卡牌7	卡牌8	卡牌9	卡牌10	剧情对话头像	声效	偏将加成	空行
138	关银屏(现)	105	108	118	1	100	400	300	huangyueyin_plist	50	mozhua_plist		6	1	30002	穿越而来的现代神将关银屏，掌握了法术本源，她的出现让哪些逍遥法外的法术狂徒们寝食难安。	6	ArmyFormation/yanxingzhen.tmx	40113	5000	heroHead/60138.png	heroCard/13860.png	heroCard/13861.png	heroCard/13861.png	heroCard/13861.png	heroCard/13861.png	heroCard/13861.png	heroCard/13861.png	heroCard/13861.png	heroCard/13861.png	heroCard/13861.png	heroCard/13861.png		sound/skillRelasebefor/tongyongnv/tongyongnv.mp3	0.15	
139	黄月英(现)	102	126	120	1	95	400	300	zhengmi_plist	50	huangbao_plist		6	1	30004	穿越而来的现代神将黄月英，掌握了生命本源，她的出现将带领治疗系武将们走上新的辉煌。	3	ArmyFormation/yanxingzhen.tmx	40114	5000	heroHead/60139.png	heroCard/13960.png	heroCard/13961.png	heroCard/13961.png	heroCard/13961.png	heroCard/13961.png	heroCard/13961.png	heroCard/13961.png	heroCard/13961.png	heroCard/13961.png	heroCard/13961.png	heroCard/13961.png		sound/skillRelasebefor/tongyongnv/tongyongnv.mp3	0.15	
9995	护军教头	45	26	43	1	120	140	300	dongzuo_plist	50	ziyun_plist		1	4	30001	初级军队训练的教头	6	ArmyFormation/zhuixingzhen.tmx		5000	heroHead/50091.png	heroCard/40091.png												sound/skillRelasebefor/tongyongnan/tongyongnan6.mp3	0.15	
9996	领军教头	48	36	48	1	120	140	300	ganling_plist	50	ziyun_plist		2	4	30001	中级军队训练的教头	6	ArmyFormation/zhuixingzhen.tmx		5000	heroHead/50091.png	heroCard/40091.png												sound/skillRelasebefor/tongyongnan/tongyongnan2.mp3	0.15	
9997	禁军教头	45	28	46	1	120	140	300	xiahoudun_plist	50	ziyun_plist		2	4	30001	高级军队训练的教头	6	ArmyFormation/zhuixingzhen.tmx		5000	heroHead/50091.png	heroCard/40091.png												sound/skillRelasebefor/tongyongnan/tongyongnan3.mp3	0.15	
90001	黄巾士兵甲	40	13	40	1	95	140	300	xiahoudun_plist	50	ziyun_plist		1	4	30001	0	3	ArmyFormation/heyizhen.tmx		0	heroHead/50092.png	heroCard/40092.png											0	sound/skillRelasebefor/tongyongnan/tongyongnan1.mp3	0.15	
90002	A将	40	39	20	1	95	140	300	zhaoyun_plist	50	ziyun_plist		1	4	30001	0	4	ArmyFormation/yanxingzhen.tmx		0	heroHead/60074.png	heroCard/40074.png											0	sound/skillRelasebefor/tongyongnan/tongyongnan1.mp3	0.15	
90003	黄巾头目	44	30	40	1	95	140	300	dongzuo_plist	50	ziyun_plist		2	4	30001	0	1	ArmyFormation/changshezhen.tmx		0	heroHead/50094.png	heroCard/40094.png											0	sound/skillRelasebefor/tongyongnan/tongyongnan2.mp3	0.15	
90004	黄巾士兵乙	40	30	40	1	95	140	300	ganling_plist	50	ziyun_plist		1	4	30001	0	2	ArmyFormation/gouxingzhen.tmx		0	heroHead/50097.png	heroCard/40097.png											0	sound/skillRelasebefor/tongyongnan/tongyongnan1.mp3	0.15	
90005	黄巾妖女	20	60	40	1	95	400	300	huangyueyin_plist	50	mozhua_plist		1	4	30002	0	3	ArmyFormation/heyizhen.tmx		0	heroHead/50053.png	heroCard/40053.png											0	sound/skillRelasebefor/tongyongnv/tongyongnv.mp3	0.15	
90006	程远志	50	48	40	1	95	140	300	xiahoudun_plist	50	ziyun_plist		2	4	30001	0	1	ArmyFormation/changshezhen.tmx		0	heroHead/50064.png	heroCard/40064.png											0	sound/skillRelasebefor/tongyongnan/tongyongnan1.mp3	0.15	
90007	邓茂	38	33	40	1	95	140	300	zhaoyun_plist	50	ziyun_plist		2	4	30001	0	1	ArmyFormation/changshezhen.tmx		0	heroHead/50036.png	heroCard/40036.png											0	sound/skillRelasebefor/tongyongnan/tongyongnan5.mp3	0.15	
90008	高升	47	36	40	1	95	140	300	dongzuo_plist	50	ziyun_plist		2	4	30001	0	4	ArmyFormation/yanxingzhen.tmx		0	heroHead/50075.png	heroCard/40075.png											0	sound/skillRelasebefor/tongyongnan/tongyongnan5.mp3	0.15	
90009	土匪甲	43	19	40	1	95	140	300	ganling_plist	50	ziyun_plist		1	4	30001	0	2	ArmyFormation/gouxingzhen.tmx		0	heroHead/50089.png	heroCard/40089.png											0	sound/skillRelasebefor/tongyongnan/tongyongnan5.mp3	0.15	
90010	土匪乙	38	35	40	1	95	140	300	xiahoudun_plist	50	ziyun_plist		1	4	30001	0	3	ArmyFormation/heyizhen.tmx		0	heroHead/50066.png	heroCard/40066.png											0	sound/skillRelasebefor/tongyongnan/tongyongnan5.mp3	0.15	
90011	土匪头目	46	31	40	1	95	140	300	zhaoyun_plist	50	ziyun_plist		2	4	30001	0	6	ArmyFormation/zhuixingzhen.tmx		0	heroHead/50091.png	heroCard/40091.png											0	sound/skillRelasebefor/tongyongnan/tongyongnan3.mp3	0.15	
90012	黄巾精英士兵	44	34	40	1	95	140	300	dongzuo_plist	50	ziyun_plist		2	4	30001	0	1	ArmyFormation/changshezhen.tmx		0	heroHead/50042.png	heroCard/40042.png											0	sound/skillRelasebefor/tongyongnan/tongyongnan5.mp3	0.15	
90013	张燕	50	30	40	1	95	140	300	ganling_plist	50	ziyun_plist		2	4	30001	0	1	ArmyFormation/changshezhen.tmx		0	heroHead/50034.png	heroCard/40034.png											0	sound/skillRelasebefor/tongyongnan/tongyongnan5.mp3	0.15	
90014	黄巾	42	26	40	1	95	140	300	xiahoudun_plist	50	ziyun_plist		1	4	30001	0	5	ArmyFormation/yuanxingzhen.tmx		0	heroHead/50075.png	heroCard/40075.png											0	sound/skillRelasebefor/tongyongnan/tongyongnan2.mp3	0.15	
90015	土匪	45	27	40	1	95	140	300	zhaoyun_plist	50	ziyun_plist		1	4	30001	0	3	ArmyFormation/heyizhen.tmx		0	heroHead/50089.png	heroCard/40089.png											0	sound/skillRelasebefor/tongyongnan/tongyongnan3.mp3	0.15	
