英雄ID	阶级	展示名称	主动技能ID	被动技能1ID	被动技能2ID	被动技能3ID	被动技能4ID	被动技能5ID	被动技能6ID	被动技能7ID	被动技能8ID	被动技能9ID	空行
133	10	灭•丁奉(现)	103133	1000067	1000068	1000120	1000043	1000131	1000035				
134	1	郭嘉(现)	300,134,310,134										
134	2	真•郭嘉(现)	300,134,310,134	1000071									
134	3	鬼•郭嘉(现)	301,134,311,134	1000071	1000045								
134	4	神•郭嘉(现)	301,134,311,134	1000071	1000045	1000124							
134	5	圣•郭嘉(现)	302,134,312,134	1000071	1000045	1000124	1000125						
134	6	王•郭嘉(现)	302,134,312,134	1000071	1000045	1000124	1000125	1000092					
134	7	皇•郭嘉(现)	303,134,313,134	1000071	1000045	1000124	1000125	1000092	1000126				
134	8	道•郭嘉(现)	303,134,313,134	1000071	1000045	1000124	1000125	1000092	1000126				
134	9	魔•郭嘉(现)	303,134,313,134	1000071	1000045	1000124	1000125	1000092	1000126				
134	10	灭•郭嘉(现)	303,134,313,134	1000071	1000045	1000124	1000125	1000092	1000126				
135	1	曹仁(现)	100,135,110,135										
135	2	真•曹仁(现)	100,135,110,135	1000071									
135	3	鬼•曹仁(现)	101,135,111,135	1000071	1000068								
135	4	神•曹仁(现)	101,135,111,135	1000071	1000068	1000131							
135	5	圣•曹仁(现)	102,135,112,135	1000071	1000068	1000131	1000009						
135	6	王•曹仁(现)	102,135,112,135	1000071	1000068	1000131	1000009	1000128					
135	7	皇•曹仁(现)	103,135,113,135	1000071	1000068	1000131	1000009	1000128	1000063				
135	8	道•曹仁(现)	103,135,113,135	1000071	1000068	1000131	1000009	1000128	1000063				
135	9	魔•曹仁(现)	103,135,113,135	1000071	1000068	1000131	1000009	1000128	1000063				
135	10	灭•曹仁(现)	103,135,113,135	1000071	1000068	1000131	1000009	1000128	1000063				
136	1	于吉(现)	300136										
136	2	真•于吉(现)	300136	1000071									
136	3	鬼•于吉(现)	301136	1000071	1000068								
136	4	神•于吉(现)	301136	1000071	1000068	1000117							
136	5	圣•于吉(现)	302136	1000071	1000068	1000117	1000043						
136	6	王•于吉(现)	302136	1000071	1000068	1000117	1000043	1000030					
136	7	皇•于吉(现)	303136	1000071	1000068	1000117	1000043	1000030	1000143				
136	8	道•于吉(现)	303136	1000071	1000068	1000117	1000043	1000030	1000143				
136	9	魔•于吉(现)	303136	1000071	1000068	1000117	1000043	1000030	1000143				
136	10	灭•于吉(现)	303136	1000071	1000068	1000117	1000043	1000030	1000143				
137	1	左慈(现)	200,137,210,137										
137	2	真•左慈(现)	200,137,210,137	1000071									
137	3	鬼•左慈(现)	201,137,211,137	1000071	1000121								
137	4	神•左慈(现)	201,137,211,137	1000071	1000121	1000101							
137	5	圣•左慈(现)	202,137,212,137	1000071	1000121	1000101	1000129						
137	6	王•左慈(现)	202,137,212,137	1000071	1000121	1000101	1000129	1000006					
137	7	皇•左慈(现)	203,137,213,137	1000071	1000121	1000101	1000129	1000006	1000126				
137	8	道•左慈(现)	203,137,213,137	1000071	1000121	1000101	1000129	1000006	1000126				
137	9	魔•左慈(现)	203,137,213,137	1000071	1000121	1000101	1000129	1000006	1000126				
137	10	灭•左慈(现)	203,137,213,137	1000071	1000121	1000101	1000129	1000006	1000126				
138	1	关银屏(现)	200138										
138	2	真•关银屏(现)	200138	1000073									
138	3	鬼•关银屏(现)	201138	1000073	1000081								
138	4	神•关银屏(现)	201138	1000073	1000081	1000086							
138	5	圣•关银屏(现)	202138	1000073	1000081	1000086	1000002						
138	6	王•关银屏(现)	202138	1000073	1000081	1000086	1000002	1000006					
138	7	皇•关银屏(现)	203138	1000073	1000081	1000086	1000002	1000006	1000034				
138	8	道•关银屏(现)	203138	1000073	1000081	1000086	1000002	1000006	1000034				
138	9	魔•关银屏(现)	203138	1000073	1000081	1000086	1000002	1000006	1000034				
138	10	灭•关银屏(现)	203138	1000073	1000081	1000086	1000002	1000006	1000034				
139	1	黄月英(现)	400139										
139	2	真•黄月英(现)	400139	1000067									
139	3	鬼•黄月英(现)	401139	1000067	1000045								
139	4	神•黄月英(现)	401139	1000067	1000045	1000111							
139	5	圣•黄月英(现)	402139	1000067	1000045	1000111	1000023						
139	6	王•黄月英(现)	402139	1000067	1000045	1000111	1000023	1000101					
139	7	皇•黄月英(现)	403139	1000067	1000045	1000111	1000023	1000101	1000130				
139	8	道•黄月英(现)	403139	1000067	1000045	1000111	1000023	1000101	1000130				
139	9	魔•黄月英(现)	403139	1000067	1000045	1000111	1000023	1000101	1000130				
139	10	灭•黄月英(现)	403139	1000067	1000045	1000111	1000023	1000101	1000130				
9995	1	护军教头	100056										
9995	2	真•护军教头	100056	1000071									
9995	3	鬼•护军教头	101056	1000071									
9995	4	神•护军教头	101056	1000071	1000078								
9995	5	圣•护军教头	102056	1000071	1000078								
9995	6	王•护军教头	102056	1000071	1000078	1000053							
9995	7	皇•护军教头	103056	1000071	1000078	1000053							
9996	1	领军教头	100046										
9996	2	真•领军教头	100046	1000071									
9996	3	鬼•领军教头	101046	1000071									
9996	4	神•领军教头	101046	1000071	1000078								
9996	5	圣•领军教头	102046	1000071	1000078								
9996	6	王•领军教头	102046	1000071	1000078	1000053							
9996	7	皇•领军教头	103046	1000071	1000078	1000053							
9997	1	禁军教头	100056										
9997	2	真•禁军教头	100056	1000071									
9997	3	鬼•禁军教头	101056	1000071									
9997	4	神•禁军教头	101056	1000071	1000078								
9997	5	圣•禁军教头	102056	1000071	1000078								
9997	6	王•禁军教头	102056	1000071	1000078	1000053							
9997	7	皇•禁军教头	103056	1000071	1000078	1000053							
90001	1	黄巾士兵甲	100062										
90001	2	真•黄巾士兵甲	100062	1000071									
90001	3	鬼•黄巾士兵甲	101062	1000071									
90001	4	神•黄巾士兵甲	101062	1000071	1000078								
90001	5	圣•黄巾士兵甲	102062	1000071	1000078								
90001	6	王•黄巾士兵甲	102062	1000071	1000078	1000053							
90001	7	皇•黄巾士兵甲	103062	1000071	1000078	1000053							
90002	1	A将	100062										
90002	2	真•A将	100062	1000071									
90002	3	鬼•A将	101062	1000071									
90002	4	神•A将	101062	1000071	1000078								
90002	5	圣•A将	102062	1000071	1000078								
90002	6	王•A将	102062	1000071	1000078	1000053							
90002	7	皇•A将	103062	1000071	1000078	1000053							
90003	1	黄巾头目	100056										
90003	2	真•黄巾头目	100056	1000071									
90003	3	鬼•黄巾头目	101056	1000071									
90003	4	神•黄巾头目	101056	1000071	1000078								
90003	5	圣•黄巾头目	102056	1000071	1000078								
90003	6	王•黄巾头目	102056	1000071	1000078	1000053							
90003	7	皇•黄巾头目	103056	1000071	1000078	1000053							
90004	1	黄巾士兵乙	100046										
90004	2	真•黄巾士兵乙	100046	1000071									
90004	3	鬼•黄巾士兵乙	101046	1000071									
90004	4	神•黄巾士兵乙	101046	1000071	1000078								
90004	5	圣•黄巾士兵乙	102046	1000071	1000078								
90004	6	王•黄巾士兵乙	102046	1000071	1000078	1000053							
90004	7	皇•黄巾士兵乙	103046	1000071	1000078	1000053							
90005	1	黄巾妖女	200072										
90005	2	真•黄巾妖女	200072	1000071									
90005	3	鬼•黄巾妖女	201072	1000071									
90005	4	神•黄巾妖女	201072	1000071	1000079								
90005	5	圣•黄巾妖女	202072	1000071	1000079								
90005	6	王•黄巾妖女	202072	1000071	1000079	1000055							
90005	7	皇•黄巾妖女	203072	1000071	1000079	1000055							
90006	1	程远志	100046										
90006	2	真•程远志	100046	1000071									
90006	3	鬼•程远志	101046	1000071									
90006	4	神•程远志	101046	1000071	1000078								
90006	5	圣•程远志	102046	1000071	1000078								
90006	6	王•程远志	102046	1000071	1000078	1000053							
90006	7	皇•程远志	103046	1000071	1000078	1000053							
90007	1	邓茂	100048										
90007	2	真•邓茂	100048	1000071									
90007	3	鬼•邓茂	101048	1000071									
90007	4	神•邓茂	101048	1000071	1000078								
90007	5	圣•邓茂	102048	1000071	1000078								
90007	6	王•邓茂	102048	1000071	1000078	1000053							
90007	7	皇•邓茂	103048	1000071	1000078	1000053							
90008	1	高升	100046										
90008	2	真•高升	100046	1000071									
90008	3	鬼•高升	101046	1000071									
90008	4	神•高升	101046	1000071	1000078								
90008	5	圣•高升	102046	1000071	1000078								
90008	6	王•高升	102046	1000071	1000078	1000053							
90008	7	皇•高升	103046	1000071	1000078	1000053							
90009	1	土匪甲	100056										
90009	2	真•土匪甲	100056	1000071									
90009	3	鬼•土匪甲	101056	1000071									
90009	4	神•土匪甲	101056	1000071	1000078								
90009	5	圣•土匪甲	102056	1000071	1000078								
90009	6	王•土匪甲	102056	1000071	1000078	1000053							
90009	7	皇•土匪甲	103056	1000071	1000078	1000053							
90010	1	土匪乙	100062										
90010	2	真•土匪乙	100062	1000071									
90010	3	鬼•土匪乙	101062	1000071									
90010	4	神•土匪乙	101062	1000071	1000078								
90010	5	圣•土匪乙	102062	1000071	1000078								
90010	6	王•土匪乙	102062	1000071	1000078	1000053							
90010	7	皇•土匪乙	103062	1000071	1000078	1000053							
90011	1	土匪头目	100056										
90011	2	真•土匪头目	100056	1000071									
90011	3	鬼•土匪头目	101056	1000071									
90011	4	神•土匪头目	101056	1000071	1000078								
90011	5	圣•土匪头目	102056	1000071	1000078								
90011	6	王•土匪头目	102056	1000071	1000078	1000053							
90011	7	皇•土匪头目	103056	1000071	1000078	1000053							
90012	1	黄巾精英士兵	100046										
90012	2	真•黄巾精英士兵	100046	1000071									
90012	3	鬼•黄巾精英士兵	101046	1000071									
90012	4	神•黄巾精英士兵	101046	1000071	1000078								
90012	5	圣•黄巾精英士兵	102046	1000071	1000078								
90012	6	王•黄巾精英士兵	102046	1000071	1000078	1000053							
90012	7	皇•黄巾精英士兵	103046	1000071	1000078	1000053							
90013	1	张燕	100048										
90013	2	真•张燕	100048	1000071									
90013	3	鬼•张燕	101048	1000071									
90013	4	神•张燕	101048	1000071	1000078								
90013	5	圣•张燕	102048	1000071	1000078								
90013	6	王•张燕	102048	1000071	1000078	1000053							
90013	7	皇•张燕	103048	1000071	1000078	1000053							
90014	1	黄巾	100046										
90014	2	真•黄巾	100046	1000071									
90014	3	鬼•黄巾	101046	1000071									
90014	4	神•黄巾	101046	1000071	1000078								
90014	5	圣•黄巾	102046	1000071	1000078								
90014	6	王•黄巾	102046	1000071	1000078	1000053							
90014	7	皇•黄巾	103046	1000071	1000078	1000053							
90015	1	土匪	100056										
90015	2	真•土匪	100056	1000071									
90015	3	鬼•土匪	101056	1000071									
90015	4	神•土匪	101056	1000071	1000078								
90015	5	圣•土匪	102056	1000071	1000078								
90015	6	王•土匪	102056	1000071	1000078	1000053							
90015	7	皇•土匪	103056	1000071	1000078	1000053							
