序号	时机	人物1	位置1	对白1	人物2	位置2	对白2	人物3	位置3	对白3	人物4	位置4	对白4	人物5	位置5	对白5	人物6	位置6	对白6	人物7	位置7	对白7	空列
159	0	-1	1	玩家：不好，大家小心，又出怪物了。	97	2	张辽：这里可不是你们想来就来，想走就能走的地方。	-9	2	孔明：不好，我们已经被包围了，四周都是怪物。	97	2	张辽：哈哈哈，现在才发现，恐怕已经晚啦。										
160	0	78	2	赵云：常山赵子龙来也，张辽你就想伤害天命之子，我奉我家主公之命，前来救援。	97	2	张辽：来得好，千年前你们五虎上将就该消亡的，没想到居然还活着，看来救走你们的神秘人不简单啊。	95	2	甄姬：何必和他那么多废话，谁敢阻扰我们，先看他又没有这个实力再说。	-1	1	玩家：我去啊，这个美女是谁啊，这姿色太诱人了..										
161	0	95	2	甄姬：张辽你也太废了吧，居然连一个凡人都解决不了，简直丢我们魔将的脸。	97	2	张辽：不对，他身上有一种压制我的力量，我能感觉到，我体内魔力正在减少。	-9	2	孔明：这个赵云不简单啊，不但击杀了所有怪物，连张辽也伤在他的枪下。	-7	2	张飞：孔明姐姐，我怎么发现，这次的三国已经变了味道呢，他们拥有的战力已远超我们以前穿越的三国了。										
162	1	95	2	甄姬：赵子龙，你家主公居然真的把神玉找到了？怪不得我和张辽都不是你的对手，这神玉的力量果然不是我等下阶魔将能抗衡的。	78	2	赵云：我知道你们都是都分身，若是本体岂会只有这点能耐，看来这祭坛的中心就应该是你们本体所在了吧。	97	2	张辽：不简单啊，居然识破了我们是分身，看来还是小瞧了你，不过赵子龙我们本体还有几天就会复苏了，到时候…	95	2	甄姬：别废话，我们走。										
163	0	78	2	赵云：这些黑色怪物都是魔力所化，一旦死亡，魔力将会花着能量重新回归到控制者手中，这没什么大惊小怪的。	-1	1	玩家：子龙兄，你能给我解答下如今这个世界，到底是怎么回事吗？	78	2	赵云：简单说这个应该是三国平行的位面，不知道什么原因，我们这个时代永久凝固在三国了，这里的武将会不断轮回重生。	78	2	赵云：一旦武将重生，那么关于这个武将的一切也将重头开始，前世留下的所有记忆将被抹去，这种状态一直持续的几千年了。	-9	2	孔明：怎么会这样？太可怕，难道…							
164	0	94	2	司马懿：啧啧啧，不简单啊，诸葛孔明果然名不虚传，就算千年轮回也未能磨灭你一身才能啊。	-7	2	张飞：是谁？躲躲藏藏的鬼笑，算什么英雄好汉，有脾气给老娘滚出来。	94	2	司马懿：我就站在你旁边你没看见吗？啧啧啧，小姑凉，千年前的你可是最被魔皇看中的哦，	94	2	司马懿：没想到你不知好歹，硬是要与魔皇作对，才落得今天这个下场，居然已经轮回为一介女流之辈。	78	2	赵云：你到底是谁？这么可能知道千年之前的事情？							
165	0	95	2	甄姬：哎哟，我说啊，你们这些人啊，居然不知道鼎鼎大名的司马懿？不对，现在应该称司马神使。	78	2	赵云：不好，来时军师曾猜测，这样一座里面不仅仅只有魔将，应该还有更高级的存在，没想到居然是神使，这下麻烦大了。	94	2	司马懿：诸葛老儿，果然厉害，他应该给你留了什么法宝之类的，对付一般大将是没问题了。	94	2	司马懿：可惜他还是低估了我们对天命之子的重视程度啊，好吧，时间差不多了，是该让你们上路啦。										
166	1	94	2	司马懿：当时我就猜测，天命之子肯定有过人之处，不然岂会被那个老不死的选中，果然有些门道，不过就算消灭了老夫这个分身，你们也是很难活着走去祭坛的。	-7	2	张飞：哇咔咔，主角就是主角，紧要关头总能燃烧小宇宙啊，简直帅爆了…	78	2	赵云：大家快走吧，前面就是祭坛中心了，只有破坏了中心法阵，才能摧毁祭坛，我们才能出去。													
167	0	-9	2	诸葛亮：这个阵法由4根石柱支撑，每根石柱与中间的阵眼相互呼应，要想破阵需要4个人同时攻击4个石柱，并且以最快速度击杀石柱的守护者。	-7	2	张飞：可是孔明姐姐，现在我们只有3个人拥有行动能力，主公和庞统还在昏迷中。	78	2	赵云：我可以使用分身术，虽然持续不了多久，但破坏石柱应该没问题。	-9	2	诸葛亮：好，那我们现在就开始。										
168	0	98	2	司马昭：哪里来的山野村夫，居然妄图破坏法阵，夏侯兄弟还不快快出来。	101	2	夏侯渊：是谁打扰了俺的美梦，好不容易小睡一会，又有蚊子乱叫，真是讨厌。	96	2	夏侯惇：夏侯惇在此，尔等刁民休得放肆。													
169	0	83	2	庞统：几位老友这么长时间不见，没想到，现在还荣光焕发神采奕奕。	98	2	司马昭：庞统你个叛徒，没想到这么多年，你居然还没死，现在想和这些山野村夫来破坏大王的霸业。	83	2	庞统：哈哈，司马昭，别以为我不知道，你们这么拖延时间不就是想等黑夜降临莫，唤醒沉睡的吕布而已。	98	2	司马昭：哈哈，答对了，可惜没有奖励。										
170	1	86	2	吕布：谢谢你们终于让我暂时能够控制下身体，我时间不多了，你们要记住每一个祭坛都有一个我的分身守护，只有这一个祭坛的我才具备一丝本源。	86	2	吕布：失去本源的我完全是一具傀儡，等你们下次遇见时，就需要小心了，整个世界共有5座祭坛，找到并摧毁它们…																
171	0	127	2	关羽：子龙，主公特派我来通知你，北方幽州区域发现邪恶力量的异常波动，应该存在一个祭坛。	-9	2	孔明：那我们赶紧过去吧，时间拖得越久敌人的防备就会越强。	83	2	庞统：孔明言之有理，你们速速赶往幽州，我和子龙先把这里处理好了就过去找你们。	-1	1	玩家：那就这样，我们赶紧出发吧。										
172	0	-9	2	孔明：前方就是洛阳，不知道在这个位面洛阳有没有发生暴乱，董卓现在是草寇理论上应该不会发生历史上的暴乱才对。	127	2	关羽：董卓？应该不是，洛阳在很多年前就已经荒废，听闻是某天夜天降业火，整个洛阳城被烧为一片废墟。	127	2	关羽：那件怪事发生后，洛阳城周围就开始出现一些僵尸，他们刀枪不入，一般武器很难将其伤害。	-1	1	玩家：后来呢？那么多僵尸应该会严重威胁这个世间的次序吧！	127	2	关羽：没你想得那么严重，僵尸们只在洛阳周围出没，不会踏出那个区域，反正是没人主动招惹也是没太多威胁，不过我们还是小心为好。							
173	0	135	2	曹仁：哈哈哈，你们终于来拉，等你们有些日子了，我先自我介绍下，鄙人曹仁首次见面请大家多多关照。	127	2	关羽：不好，是他，这下麻烦大了。听闻他非常厉害，而且视乎也是来自其他位面。	-7	2	张飞：居然和我们一样是穿越的？那他的能力应该没那么强吧，这个位面的人们感觉都比正史强了不少。	127	2	关羽：不一样，曹仁很强，具体能力怎么样，没人知道，因为和他战斗过的人都变成了他的傀儡，这次有点难办了。	-1	1	玩家：来者不善善者不来，看样子他和魔化势力应该有所联系，我们小心点。							
174	1	135	2	曹仁：啧啧，果然有点本事，看来对付一般武将的招数果然不够看啊。	-9	2	孔明：情况有些不妙啊，刚刚那一波喽啰已经让我们略显吃力了，如果他还有什么手段就麻烦了。	127	2	关羽：我刚刚已经偷偷给主公发了求教信号了，我们姑且拖延下时间，以静制动。	-1	1	玩家：目前只能这样，大家先经量保存下体力，我们就看看这个曹仁还有什么手段。										
175	0	135	2	曹仁：还是让我来陪你们玩玩吧，见识一下所谓的救世主到底有多少斤量。	-7	2	张飞：要打便打，那里那么多废话。	-9	2	孔明：大家一起上。													
176	0	135	2	曹仁：不行啊，就这点本事，也配叫救世主。	135	2	曹仁：我知道你还有天赋之力尚未开启，给你一个机会赶紧施展哦，不然一会就没机会了。	-1	1	玩家：看来我也是别无选择了，如你所愿，那就让你见识下我真正的实力吧。	-9	2	孔明：主公小心点。										
177	0	134	2	郭嘉：我说曹仁啊，有这种热闹也不叫我出来看看。	133	2	丁奉：啧啧啧，曹仁被打得有些狼狈啊。	135	2	曹仁：你们2个能别站在说话不腰疼，这个天命之子有些奇怪，和他战斗我力量始终被压制，你们别废话了谁赶紧搭把手啊。													
178	1	133	2	丁奉：也不怎么样嘛 ，几下就被我摆平了。	134	2	郭嘉：确实不是和我们一个级别的对手，没有玩尽兴。先绑着吧，今天晚上应该能吊条大鱼。																
179	0	81	2	姜维：主公，云长和天命之子已经被生擒，目前暂无生命危险，我等该如何行事。	-5	2	刘备：等会我会让火弩手突袭，你们趁机去解救，哪些僵尸怕火应该能成。																
180	0	133	2	丁奉：果然来了，和我们预想得差不多啊。	134	2	郭嘉：嗯，不知道那条大鱼来了没有，听说他有个什么厉害的法宝，连魔君那边都有些敬畏，看样子不简单。	134	2	郭嘉：我去俘虏那边看看，你们先应付下。													
181	0	127	2	关羽：主公，你这么亲自己来了，现在的形势你不宜出来，现在各路势力都对你手中的宝物虎视眈眈。。	-5	2	刘备：没事，这次行动即为保密，应该不会有意外，而且宝物我已经带来了，有它的庇护我们这次营救才能如此胜利。	-9	2	孔明：郭嘉带兵过来了，大家小心。													
182	1	134	2	郭嘉：这个刘备不简单啊，没想到这次还真是让他们逃脱了。	135	2	曹仁：我说郭嘉啊，我们认识这么久第一次听见你夸人，看来我们确实是小看他了，不过天命之子比我们预料得成长快太多了。	134	2	郭嘉：是啊，看来计划得提前才行，我们不能太相信张角那个老怪物，无忌金丹可只有一枚，谁不想得到呢。													
10001	0	-2	1	主公，快醒醒！大事不好了，黄巾军来势汹汹就要攻进城了。	-1	1	黄巾军？我不是正和董胖子打仗莫。咦，貂蝉呢？我的貂蝉、赵云妹纸跑哪去了..	-2	1	貂蝉是谁？赵云又是谁？主公现在可不是胡闹得时候，城里现在异常空虚，已无将可用，现在得赶紧领取补贴招募兵将啊.	-1	1	搞了半天刚刚是做梦啊，还好，我的貂蝉妹纸还在，看来的千秋大梦还是有希望的，可是这没钱没兵还没主角光环这该怎么办啊	-2	1	主公勿怕，今天又到了领取签到补贴日子，最近官府为了鼓励大家击退黄巾军又是发钱、发装备的，我们先现在就去领取补贴							
10002	0	-2	1	现在终于有少许钱币了，我们赶紧去限时神将招募名将吧！限时神将里面有非常多的奇人异事，但谁愿意跟随主公也得看主公的造化啊。																			
10003	0	-2	1	招募好武将后，我们就需要将武将布置好阵型，点击布阵																			
10004	0	-2	1	布阵选择主将很关键，主将的阵形将决定出战的阵形，选择一位武将上阵成为主将																			
10005	0	-1	1	哈哈，小乔妹子又回来啦，我感觉我已经无敌啦啦。	-2	1	主公切勿大意，获得好的武将一定要记得培养，武将进阶能够提升武将成长、解锁被动技能，我们现在就把刚刚获得武将拿去进阶吧																
10006	0	-2	1	进阶后是不是发现武将卡牌和属性都发生了不小的变化呢，现在我们就把培养好的武将上阵到阵型里面吧，让敌人见识下新武将的厉害																			
10007	0	-2	1	武将升级能够提升武将属性，升级在武将培养中作用非常，现在我们将主将等级提升到更高等级																			
10008	0	-1	1	哇，武将属性又提升了好多，这次出去应该不怕那些黄巾军了吧！																			
10009	0	-2	1	主公，装备宝箱已经存放到了背包里面，我们现在就前往背包放置位置。																			
10010	0	-2	1	装备宝箱可以开出各种各样的装备，宝箱品级越高开出的装备越好，精英关卡会掉落这些宝箱	-2	1	哎呀，不好了，黄巾军又冲上来了，我们赶紧把装备穿好出征吧																
10011	0	-2	1	根据每天完成的任务能获取任务分数。积累一定以上的任务分数，就可以领取奖励哦。																			
10012	0	-2	1	每天凌晨会初始化每日任务的任务目录和获取的任务分数。 别忘了初始化之前执行任务和领取奖励哦。																			
10013	0	-2	1	商店的商品会在每天的12点， 22点随机更新。通过上端的更新按钮可以马上更新，但此时会消耗更新牌或水晶，请留意。																			
10014	0	-2	1	哇，10级了，士兵培养终于解锁，赶紧跟着我去体验下吧！																			
10015	0	-2	1	士兵升级可以获得固定属性加成，升级到了一定等级还可以通过进阶大幅度提升升级成长。现在我们来完成一次士兵升级，点击升级																			
10016	0	-2	1	偏将能够给上阵武将提供额外属性还能够为武将开启缘分，偏将如此重要我们岂能错过，现在就去布置一位偏将吧！																			
10017	0	-2	1	天梯是各大势力争夺排名的系统，通过排名会不断获得积分，积分可以在积分商城兑换稀缺道具等																			
10018	0	-2	1	天梯根据排名会发积分。积分能在积分商店兑换商品。天梯里可以布置防御阵型，我们来试试吧！																			
10019	0	-2	1	防守队伍初始会根据设置的攻击队伍生成一支，前期防守队伍尽力保持和攻击队伍一致，这里我们就不去调整队伍了。																			
10020	0	-2	1	现在虽然持有的积分不足，但是如果坚持挑战天梯战斗的话不久可以马上购买高级武将和道具哦。																			
10021	0	-2	1	福利来咯，主城任务可谓是满满的福利，我们赶紧去碰碰人品吧！																			
10022	0	-2	1	主城分为三个人分别对应的是武将的武力、智力、统御，对应的任务需要放入对于属性最高的武将收益才是最大。																			
10023	0	-2	1	任务对应的属性，在又上方问号处点击可以查看详细，现在我们就派遣一位武将去执行寻宝任务。																			
10024	0	-2	1	任务开始后，耐心等待30分钟就好了，当然也可以使用元宝来加速，任务奖励除了任务等级提供的基础奖励还有武将主属性带的随机奖励。																			
10025	0	-2	1	好啦，引导就到这里，我还要去帮助其他主公，接下来就靠主公自己打拼自己的天下了，我相信您一定行的。																			
10026	0	-2	1	七星坛是玩家打造DIY个性英雄乐园，七星坛里面的所有属性均为随机属性，玩家通过不断刷新来获得更丰厚的属性加成，我们赶紧去体验下吧!																			
10027	0	-2	1	在公会，公会成员可以互相打招呼获取体力，银币。 还有只有加入公会才能挑战公会副本，请一定加入公会哦。																			
10028	0	-2	1	在武将训练战斗中胜时，根据难度将获得功勋。获取的功勋达到 100%时武将开通，并能得到该武将。	-2	1	只是，战斗失败时所消耗的银币量会逐渐增多，请注意。所以请一定在战斗胜利，并获得高级武将！																
10029	0	-2	1	血战只要不失败，是可以挑战的副本。 越胜利就越可以获得大量的银币和元宝， 水晶， 武将碎片等多样的奖励。																			
10030	0	-2	1	在血战的各个管卡可以选择普通， 难，极度的难度后挑战。 难度越高，当然可以拿到更多的奖励。	-2	1	另外，如果在高难度胜利的话能获取更多的星星。可以通过消费在完成第5关后获取的星星，获取血战中的属性增加效果。																
10031	0	-2	1	在血战每次通过第5关时可选择属性增加效果。为了获取更多的星星，请调整更高难度的战斗。																			
10032	0	-2	1	限时神将菜单中登场 4~5星武将和 6星神将。 每次活动期间会登场不同的神将，所以有喜欢的神将时在活动期间抽有利哦！	-2	1	另外，在每次活动期间根据抽取次数支付积分，并决定排名。抽取排名高的人，将得到单独的额外奖励，不要错过哦！																
10033	0	-2	1	终于来到精英关卡，精英关卡难度更高，可挑战次数更少，但精英关卡会掉落大量稀有道具和英雄卡牌，具体是什么呢？我这里就留点神秘吧！主公自己去挑战一番就知道了。																			
10034	0	-2	1	差点忘了，主公，阵型搭配很重要，若初期主公对阵型不是很了解，可在帮助里面查看一些系统推荐的阵型，那我们现在就去看观看下推荐阵容吧。																			
10035	0	-2	1	哇，看见没有，这里有好多推荐阵容，主公看得口水都流水出来，不过主公要注意，这些阵容只适合新手玩家，若要想成就自己的霸业，主公还需要多研究武将之间的搭配关系。																			
10036	0	-2	1	每个关卡都有星级评价，积累星级评价到20星和60星时，可以在右上角领取对应的星级奖励，主公千万不要忘记哦。																			
10037	0	-2	1	哇，40级，主公好厉害，40级开始主公就能给小兵装备战魂了，紧跟着我去体验下吧！																			
10038	0	-2	1	将魂分为力、智、防、血、暴、击6种类型，每一种类型对应一种属性加成，获得特殊将魂还能激活缘分效果，介绍就这些啦！其他的主公就自己去探索吧。																			
1008611	0	-1	1	玩家：貂蝉妹纸，哥哥我来解救你啦!我的五虎上将们给我上，抢回俺的美人貂蝉。	-13	2	貂蝉(幻)：主公快走，千万不要为救妾身而毁了你的千秋霸业，貂蝉此生能受主公恩宠已是万分感激，此生死而无怨了（言必貂蝉夺剑自刎）。	85	2	董卓：不，我的美人，你这该死贱民，竟然害死本太师的爱妾，我要灭你九族。我儿奉仙还不速速将敌将拿下	86	2	吕布：义父切勿伤心，等孩儿拿下这群乱臣贼子后，前往江东给义父寻来江东二乔，必让义父满意。	-14	2	赵云(幻)：三姓家奴勿要猖狂，速速过来受死，以泄我家主公失妾之仇。兄妹们给我冲啊							
